ROWID,Country,State lgd code,State,Yearcode,Year,Crime head ipc ( indian penal code ) category,Crime head ipc ( indian penal code ) sub-category,Incidence of ipc ( indian penal code ) crimes,Victims of ipc ( indian penal code ) crimes,Ipc ( indian penal code ) crime rate per lakh person
2179,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),1945,1948,6.8
2180,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),1575,1605,5.5
2181,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),938,942,3.3
2182,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),75,75,0.3
2183,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",68,68,0.2
2184,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),4601,4638,16.2
2185,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
2186,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),2,2,0
2187,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),13,14,0
2188,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),1328,1330,9.96249062265566
2189,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,197,197,2.12284482758621
2190,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,460,460,1.6
2191,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,657,657,2.3
2192,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),5015,5070,17.7
2193,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),15,15,0.1
2194,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",2113,2159,7.4
2195,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),887,893,9.55818965517241
2196,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",94,95,0.705176294073518
2197,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Murder (Sec.302 IPC),1104,1140,3.9
2198,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Offences Affecting the Human Body (Total),29148,29965,102.6
2199,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Rape (Sec.376 IPC),1296,1296,9.72243060765191
2200,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
2201,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),80,83,0.3
2202,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),5177,5252,18.2
2203,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),105,105,0.4
2204,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,1203,1203,4.2
2205,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,6568,6578,23.1
2206,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),7771,7781,27.4
2207,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),1614,1614,5.7
2208,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
2209,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),194,194,0.7
2210,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0
2211,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dacoity |Dacoity  (Total),194,194,0.7
2212,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),317,317,1.1
2213,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),323,323,1.1
2214,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),29,0,0.1
2215,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Offences against Property (Total),39824,39827,140.2
2216,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Robbery  (Sec.392/394/397 IPC),502,502,1.8
2217,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,18194,18196,64.1
2218,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,10775,10795,37.9401408450704
2219,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Property,Theft (Section 379 IPC) |Theft (Total),28969,28991,102
2220,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),1216,1216,4.3
2221,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences against Public Tranquillity (Total),3918,3965,13.8
2222,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),18,18,0.1
2223,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",1,1,0
2224,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),19,19,0.1
2225,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,45,45,0.2
2226,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
2227,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,32,32,0.1
2228,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,1,1,0
2229,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,29,29,0.1
2230,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,0,0,0
2231,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,76,76,0.3
2232,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
2233,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,104,104,0.4
2234,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,56,56,0.2
2235,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,587,600,2.1
2236,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,417,419,1.5
2237,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,261,266,0.9
2238,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,1,1,0
2239,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,7,7,0
2240,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,11,11,0
2241,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,1056,1083,3.7
2242,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),2683,2730,9.4
2243,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",0,,0
2244,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Offences against the State (Total),1,1,0
2245,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
2246,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences against State,Offences against State |Sedition (Sec.124A IPC),1,1,0
2247,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
2248,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
2249,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),1,1,0
2250,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),8,8,0
2251,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),7,7,0
2252,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",1962,1962,6.9
2253,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",646,646,2.3
2254,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud  (Total)",4122,4131,14.5
2255,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |a) Bank",117,117,0.4
2256,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |b) ATMs",607,607,2.1
2257,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",180,180,0.6
2258,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",610,619,2.1
2259,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",1514,1523,5.3
2260,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),4130,4139,14.5
2261,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Other IPC Crimes,Other IPC Crimes,13524,11660,47.6
2262,India,6,Haryana,2018,"Calendar Year (Jan - Dec), 2018",Total Cognizable IPC crimes,Total Cognizable IPC crimes,108212,107926,381
2263,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",293,295,1
2264,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),3,3,0
2265,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),1,1,0
2266,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),3022,3038,10.5
2267,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),1924,1959,6.7
2268,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),4867,4875,36
2269,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),1773,1773,6.2
2270,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),1,1,0
2271,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),173,174,1.3
2272,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),19361,19782,67.2
2273,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),297,307,1
2274,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),169,169,0.6
2275,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),106,107,0.4
2276,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),2,2,0
2277,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),12,13,0
2278,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),55,56,0.2
2279,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),1155,1203,4
2280,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),460,461,1.6
2281,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),5045,5342,17.5
2282,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) Rash Driving on Public way (Total),6660,7006,23.1
2283,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),3,3,0
2284,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),598,663,2.1
2285,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault on Women (Sec.354 IPC),669,672,4.9
2286,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault on Women with Intent to Outrage her Modesty (Total),2581,2585,19.1
2287,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),456,457,3.4
2288,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment a) at Work or Office Premises,32,32,0.2
2289,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment b) In Public Transport System,20,20,0.1
2290,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment c) In Shelter Homes for women and Children,29,29,0.2
2291,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment d) Other Places,835,835,6.2
2292,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Sexual Harassment Sexual Harassment (Sec.354A IPC) (Total),916,916,6.8
2293,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Stalking (Sec.354D IPC),506,506,3.7
2294,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty Voyeurism (Sec.354C IPC),34,34,0.3
2295,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),13,13,0
2296,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),923,965,3.2
2297,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),194,194,1.4
2298,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),72,0,0.2
2299,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0
2300,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Causing Death by Negligence (Sec.304-A IPC) (Total),5392,5907,18.7
2301,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Medical Negligence,19,19,0.1
2302,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence of Civic Bodies,4,4,0
2303,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Rail Accidents,0,0,0
2304,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents A) Hit and Run,879,882,3.1
2305,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents B) Other Accidents (other than Hit and Run),4276,4781,14.8
2306,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to Negligence relating to Road Accidents Deaths due to Negligence relating to Road Accidents (Total),5155,5663,17.9
2307,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Causing Death by Negligence Deaths due to other Negligence,214,221,0.7
2308,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),50,55,0.2
2309,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),248,248,1.8
2310,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Exploitation of Trafficked Person (Section 370A IPC),1,1,0
2311,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Human Trafficking (U/S 370),10,15,0
2312,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt A) Voluntarily causing grievous hurt (Sec.325 IPC),1254,1316,4.4
2313,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),105,108,0.4
2314,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt C) Acid Attack (Sec.326A IPC),5,6,0
2315,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt D) Attempt to Acid Attack (Sec.326B IPC),3,3,0
2316,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),1,1,0
2317,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt F) Causing Grievous Hurt by actendangering life/safety of others (Sec.338 IPC),21,21,0.1
2318,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Hurt Grievous Hurt G) Other Grievous Hurt (Sec.329, 331 & 335)",0,0,0
2319,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Grievous Hurt Grievous Hurt (Total),1389,1455,4.8
2320,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Hurt (Simple +Grievous),5634,5900,19.6
2321,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),1732,1799,6
2322,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),1623,1701,5.6
2323,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),752,807,2.6
2324,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt D) Causing Hurt by act endangering life/safety of others (Sec.336/337),60,60,0.2
2325,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,"Hurt Simple Hurt E) Other Simple Hurt (Sec.327, 328, 330 & 334)",78,78,0.3
2326,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Hurt Simple Hurt Simple Hurt (Total),4245,4445,14.7
2327,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
2328,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0
2329,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction in order to Murder (Sec.364 IPC),9,9,0
2330,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),1215,1245,9
2331,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) A) Missing Children Deemed as Kidnapped,190,219,2
2332,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) B) Other Kidnapping & Abduction,512,532,1.8
2333,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Sec.363 IPC) Kidnapping and Abduction (Sec.363 IPC),702,751,2.4
2334,India,6,Haryana,2019,"Calendar Year (Jan - Dec), 2019",Offences affecting the Human Body,Kidnapping and Abduction Kidnapping and Abduction (Total),4023,4178,14
