ROWID,Country,State lgd code,State,Yearcode,Year,Crime head special & local laws (sll) category,Crime head special & local laws (sll) sub-category,Incidence of special & local laws (sll) crimes,Victims of special & local laws (sll) crimes,Special & local laws (sll) crime rate
1571,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020","Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",134,,0.5
1572,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020","Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",132,,0.5
1573,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020","Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",2,,0
1574,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020","Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0
1575,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Foreigner & Passport ‐ Related Acts,Foreigner & Passport – Related Acts (Total),34,,0.1
1576,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Foreigner & Passport ‐ Related Acts,"The Citizenship Act, 1955",0,,0
1577,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Foreigner & Passport ‐ Related Acts,"The Emigration Act, 1983",11,,0
1578,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Foreigner & Passport ‐ Related Acts,"The Passport Act, 1967",2,,0
1579,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Foreigner & Passport ‐ Related Acts,"The Registration of Foreigners Act,1939 & The Foreigners Act, 1946",21,,0.1
1580,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Information Technology/Intellectual Property ‐ Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),571,585,2
1581,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Information Technology/Intellectual Property ‐ Related Acts,"The Copy Right Act, 1957",77,77,0.3
1582,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Information Technology/Intellectual Property ‐ Related Acts,"The Information Technology Act, 2000",490,504,1.7
1583,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Information Technology/Intellectual Property ‐ Related Acts,"The Trade Marks Act, 1999",4,4,0
1584,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,Liquor & Narcotic Drugs – Related Acts (Total)_,13748,,47.1
1585,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,Prohibition Act (State),0,,0
1586,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,"The Excise Act, 1944",10688,,36.6
1587,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985_a) Possession of drugs for Personal use/Consumption",1783,,6.1
1588,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985_b) Possession of drugs for Trafficking",1277,,4.4
1589,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Liquor & Narcotic Drugs ‐ Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985_The NDPS Act, 1985 (Total)",3060,,10.5
1590,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Offences against State ‐ Related Acts,Offences against State ‐ Related Acts (Total),192,,0.7
1591,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Offences against State ‐ Related Acts,"The Official Secrets Act, 1923",1,,0
1592,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Offences against State ‐ Related Acts,"The Prevention of Damage to Public Property Act, 1984",189,0,0.6
1593,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Offences against State ‐ Related Acts,"The Unlawful Activities P Act, 1967",2,,0
1594,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,City/Town Police Acts,0,,0
1595,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,Defacement of Public Property Acts,1,,0
1596,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,MACOCA/ Control of Organised Crimes,0,,0
1597,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,Motor Vehicle Act,0,,0
1598,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,Other Regulatory & Enforcement – Acts (Total),67882,12,232.4
1599,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,Other State Local Acts,136,,0.5
1600,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Antiques and Art Treasures Act, 1972",0,,0
1601,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_a) Against SC,0,0,0
1602,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_b) Against ST,0,0,0
1603,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,The Bonded Labour System Abolition Act_c) Against others,11,12,0
1604,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Bonded Labour System Abolition Act_The Bonded Labour System Abolition Act, 1976 (Total)",11,12,0
1605,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Electricity Act, 2003",63995,,219.1
1606,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,The Gambling Act,3739,,12.8
1607,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Mental Health Act, 1987",0,,0
1608,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Prevention of Insults to National Honour Act, 1971",0,,0
1609,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Representation of the People Act, 1951",0,,0
1610,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Transgender Persons (Protection of Rights) Act, 2019",0,,0
1611,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other Regulatory & Enforcement ‐ Acts,"The Transplantation of Human Organs Act, 1994",0,0,0
1612,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Other SLL Crimes,,1734,1738,5.9
1613,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Railways ‐ Related Acts,Railways – Related Acts (Total),6,,0
1614,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Railways ‐ Related Acts,"The Indian Railways Act, 1989",6,,0
1615,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Railways ‐ Related Acts,"The Railway Property Unlawful Possession Act, 1966",0,,0
1616,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Schedule Castes and Scheduled Tribes ‐ Related Acts,Scheduled Castes and Scheduled Tribes – Related Acts (Total),78,78,1.5
1617,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Schedule Castes and Scheduled Tribes ‐ Related Acts,"The Protection of Civil Rights Act, 1955 against SCs",0,0,0
1618,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Schedule Castes and Scheduled Tribes ‐ Related Acts,"The Protection of Civil Rights Act, 1955 against STs",0,0,
1619,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Schedule Castes and Scheduled Tribes ‐ Related Acts,"The SC/ST Prevention of Atrocities Act, 1989/2015 against STs",0,0,
1620,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Schedule Castes and Scheduled Tribes ‐ Related Acts,"The SC/ST Prevention of Atrocities Act, 1989 against SCs",78,78,1.5
1621,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Telegraph / Cinematograph Acts,Telegraph/ Cinematograph Acts (Total),0,,0
1622,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Telegraph / Cinematograph Acts,"The Cable Television Networks Regulation Act, 1955",0,,0
1623,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Telegraph / Cinematograph Acts,"The Cinematograph Act, 1952",0,,0
1624,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Telegraph / Cinematograph Acts,"The Indian Telegraph Act, 1988",0,,0
1625,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Telegraph / Cinematograph Acts,"The Telegraph Wire Unlawful Possession Act, 1950",0,,0
1626,India,6,Haryana,2020,"Calendar Year (Jan - Dec), 2020",Total Cognizable SLL Crimes,,89119,4591,305.1
1627,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,Arms/Explosive - Related Acts (Total),1695,,8.7
1628,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Arms Act, 1959 | a) Legal/ Licensed Arms",5,,0
1629,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Arms Act, 1959 |b) Illegal/ Unlicensed Arms",1135,,5.8
1630,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Arms Act, 1959 |Fire Arms",1140,,5.8
1631,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Arms Act, 1959|Other Arms",453,,2.3
1632,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Arms Act, 1959 |The Arms Act, 1959 (Total)",1593,,8.1
1633,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Explosives Act, 1984",87,,0.4
1634,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Arms/Explosive - Related Acts,"The Explosive Substances Act, 1884 & 1908",15,,0.1
1635,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,Children Related – Acts (Total),1973,2237,35.2321428571429
1636,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Child Labour Prohibition & Regulation Act, 1986",15,212,0.267857142857143
1637,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Juvenile Justice Care and Protection of Children Act, 2000 & 2015",118,173,2.10714285714286
1638,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Medical Termination of Pregnancy Act, 1971",0,0,0
1639,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Pre-Natal Diagnostic Techniques Reg and Prev of Misuse Act, 1994",0,0,0
1640,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Prohibition of Child Marriage Act, 2006",1,1,0.0178571428571429
1641,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Children Related - Acts,"The Protection of Children from Sexual Offences Act, 2012",1839,1851,32.8392857142857
1642,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Crime Against Women - Related Acts,Crime Against Women – Related Acts (Total),22,23,0.241228070175439
1643,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Crime Against Women - Related Acts,"The Dowry Prohibition Act, 1961",15,15,0.164473684210526
1644,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Crime Against Women - Related Acts,"The Immoral Traffic Prevention Act, 1956",5,6,0.0548245614035088
1645,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Crime Against Women - Related Acts,"The Indecent Representation of Women Prohibition Act, 2012",0,0,0
1646,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Crime Against Women - Related Acts,"The Protection of Women from Domestic Violence Act, 2005",2,2,0.0219298245614035
1647,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,Environment & Pollution– Related Acts (Total),17,,0.1
1648,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,Noise Pollution Acts,0,,0
1649,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,The Air & The Water Prevention & Control of Pollution Act,0,,0
1650,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,"The Cigarette and Other Tobacco Products Act, 2003",12,,0.1
1651,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,"The Environmental Protection Act, 1986",1,,0
1652,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,"The Forest Act, 1927 & The Forest Conservation Act, 1980",1,,0
1653,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,"The National Green Tribunal Act, 2010",0,,0
1654,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Environment & Pollution - Related Acts,"The Wildlife Protection Act, 1972",3,,0
1655,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,Finance & Economic Acts (Total),9,,0
1656,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"Prevention of Corruption Act, 1988",9,,0
1657,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0
1658,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0
1659,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0
1660,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0
1661,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0
1662,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018","Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",19,,0.1
1663,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018","Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",19,,0.1
1664,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018","Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0
1665,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018","Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0
1666,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Foreigner & Passport - Related Acts,Foreigner & Passport – Related Acts (Total),165,,0.8
1667,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Foreigner & Passport - Related Acts,"The Citizenship Act, 1955",0,,0
1668,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Foreigner & Passport - Related Acts,"The Emigration Act, 1983",143,,0.7
1669,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Foreigner & Passport - Related Acts,"The Passport Act, 1967",15,,0.1
1670,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Foreigner & Passport - Related Acts,"The Registration of Foreigners Act,1939 & The Foreigners Act, 1946",7,,0
1671,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),248,261,1.3
1672,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",123,128,0.6
1673,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",74,80,0.4
1674,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",51,53,0.3
1675,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,Liquor & Narcotic Drugs – Related Acts (Total),3536,,18.1
1676,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0
1677,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",3029,,15.5
1722,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Arms Act, 1959_The Arms Act, 1959 (Total)",3091,,15.5
1678,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|a) Possession of drugs for Personal use/Consumption",272,,1.4
1679,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|b) Possession of drugs for Trafficking",235,,1.2
1680,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|The NDPS Act, 1985 (Total)",507,,2.6
1681,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Offences against State - Related Acts,Offences against State - Related Acts (Total),10,,0.0511247443762781
1682,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Offences against State - Related Acts,"The Official Secrets Act, 1923",1,,0
1683,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Offences against State - Related Acts,"The Prevention of Damage to Public Property Act, 1984",7,0,0
1684,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Offences against State - Related Acts,"The Unlawful Activities P Act, 1967",2,,0
1685,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,City/Town Police Acts,0,,0
1686,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,Defacement of Public Property Acts,242,,1.2
1687,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,MACOCA/ Control of Organised Crimes,17,,0.1
1688,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,Motor Vehicle Act,0,,0
1689,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,Other Regulatory & Enforcement – Acts (Total),4340,0,22.2
1690,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,Other State Local Acts,5,,0
1691,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Antiques and Art Treasures Act, 1972",0,,0
1692,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|a) Against SC,0,0,0
1693,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|b) Against ST,0,0,0
1694,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|c) Against others,0,0,0
1695,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Bonded Labour System Abolition Act|The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0
1696,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Electricity Act, 2003",2923,,14.9
1697,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,The Gambling Act,1391,,7.1
1698,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Mental Health Act, 1987",4,,0
1699,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Prevention of Insults to National Honour Act, 1971",0,,0
1700,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Representation of the People Act, 1951",0,,0
1701,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other Regulatory & Enforcement - Acts,"The Transplantation of Human Organs Act, 1994",0,0,0
1702,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Other SLL Crimes,Other SLL Crimes,1299,0,6.64110429447853
1703,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Railways - Related Acts,Railways – Related Acts (Total),0,,0
1704,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Railways - Related Acts,"The Indian Railways Act, 1989",0,,0
1705,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Railways - Related Acts,"The Railway Property Unlawful Possession Act, 1966",0,,0
1706,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Schedule Castes and Scheduled Tribes - Related Acts,Scheduled Castes and Scheduled Tribes – Related Acts (Total),25,30,0.889679715302491
1707,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against SCs",0,0,0
1708,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against STs",0,0,0
1709,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Schedule Castes and Scheduled Tribes - Related Acts,"The SC/ST Prevention of Atrocities Act, 1989/2015 against STs",0,0,0
1710,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Schedule Castes and Scheduled Tribes - Related Acts,"The SC/ST Prevention of Atrocities Act, 1989 against SCs",25,30,0.889679715302491
1711,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Telegraph / Cinematograph Acts,Telegraph/ Cinematograph Acts (Total),0,,0
1712,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Telegraph / Cinematograph Acts,"The Cable Television Networks Regulation Act, 1955",0,,0
1713,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Telegraph / Cinematograph Acts,"The Cinematograph Act, 1952",0,,0
1714,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Telegraph / Cinematograph Acts,"The Indian Telegraph Act, 1988",0,,0
1715,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Telegraph / Cinematograph Acts,"The Telegraph Wire Unlawful Possession Act, 1950",0,,0
1716,India,7,Delhi,2018,"Calendar Year (Jan - Dec), 2018",Total Cognizable SLL Crimes,Total Cognizable SLL Crimes,13600,2551,69.5
1717,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,Arms/Explosive - Related Acts (Total)_,3173,,15.9
1718,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Arms Act, 1959_a) Legal/ Licensed Arms",1,,0
1719,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Arms Act, 1959_b) Illegal/ Unlicensed Arms",2252,,11.3
1720,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Arms Act, 1959_Fire Arms",2253,,11.3
1721,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Arms Act, 1959_Other Arms",838,,4.2
1723,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Explosives Act, 1984_",73,,0.4
1724,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Arms/Explosive - Related Acts,"The Explosive Substances Act, 1884 & 1908_",9,,0
1725,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,Children Related – Acts (Total),1869,2058,33.4
1726,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Child Labour Prohibition & Regulation Act, 1986",30,166,0.5
1727,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Juvenile Justice Care and Protection of Children Act, 2000 & 2015",116,149,2.1
1728,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Medical Termination of Pregnancy Act, 1971",0,0,0
1729,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Pre-Natal Diagnostic Techniques Reg and Prev of Misuse Act, 1994",2,2,0
1730,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Prohibition of Child Marriage Act, 2006",2,2,0
1731,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Children Related - Acts,"The Protection of Children from Sexual Offences Act, 2012",1719,1739,30.7
1732,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Crime Against Women - Related Acts,Crime Against Women – Related Acts (Total),37,42,0.4
1733,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Crime Against Women - Related Acts,"The Dowry Prohibition Act, 1961",26,26,0.3
1734,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Crime Against Women - Related Acts,"The Immoral Traffic Prevention Act, 1956",8,13,0.1
1735,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Crime Against Women - Related Acts,"The Indecent Representation of Women Prohibition Act, 2012",0,0,0
1736,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Crime Against Women - Related Acts,"The Protection of Women from Domestic Violence Act, 2005",3,3,0
1737,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,Environment & Pollution– Related Acts (Total),14,,0.1
1738,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,Noise Pollution Acts,0,,0
1739,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,The Air & The Water Prevention & Control of Pollution Act,0,,0
1740,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,"The Cigarette and Other Tobacco Products Act, 2003",7,,0
1741,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,"The Environmental Protection Act, 1986",0,,0
1742,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,"The Forest Act, 1927 & The Forest Conservation Act, 1980",1,,0
1743,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,"The National Green Tribunal Act, 2010",0,,0
1744,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Environment & Pollution - Related Acts,"The Wildlife Protection Act, 1972",6,,0
1745,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Finance & Economic Acts,Finance & Economic Acts (Total),3,,0
1746,India,7,Delhi,2019,"Calendar Year (Jan - Dec), 2019",Finance & Economic Acts,"Prevention of Corruption Act, 1988",3,,0
